dataset,method,q,model,fold,AUC,PR_AUC,ΔAUC,ΔPR_AUC,AUC_base,PR_AUC_base,t_reducer,t_model,t_model_base,n_selected,selected_indices
DS-B,Ensembleunar,15,MLP,1,0.9575903828173792,0.894124180057602,0.02012202558028664,0.02532696059125561,0.9374683572370925,0.8687972194663464,2663.814782692003,5.949063158943318,3.0072404129896313,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,HGBT,1,0.9653657256678703,0.9166367405667553,0.003370300703254725,0.004945574770853556,0.9619954249646155,0.9116911657959017,2663.814782692003,0.2870337190106511,0.24659594299737364,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,SVM_linear,1,0.8479447448068912,0.7320157881760504,0.002283822187073792,-0.014812286560150212,0.8456609226198174,0.7468280747362006,2663.814782692003,1.1301194379338995,1.7257872320478782,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,SVM_rbf,1,0.9410622360023504,0.8899709541451842,0.026051463604817582,0.026079119778798954,0.9150107723975328,0.8638918343663853,2663.814782692003,0.6162188450107351,0.9490090530598536,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,KNN,1,0.9073444469491758,0.7776381553475279,0.08923721078052771,0.19226371373357698,0.8181072361686481,0.5853744416139509,2663.814782692003,0.0029889759607613087,0.0002869010204449296,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,GaussianNB,1,0.8205462695723192,0.6306428570153433,0.019918772796647444,0.018851514554449667,0.8006274967756718,0.6117913424608936,2663.814782692003,0.0007741170702502131,0.0011365049285814166,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,QDA,1,0.9249332037442859,0.8491895612598428,0.00446786573490654,0.004617251122100097,0.9204653380093794,0.8445723101377427,2663.814782692003,0.0014895449858158827,0.0023525140713900328,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,ShrinkageLDA,1,0.8522278352839442,0.7241566644670899,-0.0010051774027248772,0.0014274392336822705,0.8532330126866691,0.7227292252334077,2663.814782692003,0.0034856839338317513,0.005190172931179404,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,LogRegL2,1,0.8519654544177917,0.7200152424807114,-0.0009608313408399072,-0.01755529680188017,0.8529262857586316,0.7375705392825915,2663.814782692003,0.0619607400149107,0.13928601401858032,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
DS-B,Ensembleunar,15,KDEBayes,1,0.922649381557212,0.818243160642468,0.19663782940809105,0.3552579717813523,0.7260115521491209,0.4629851888611157,2663.814782692003,0.0031700829276815057,0.00503815698903054,15,"2,3,4,5,6,8,9,16,17,18,22,25,26,27,29"
